numero_processo,classe,assunto,formato,data_ajuizamento,data_ultimo_movimento,ultima_atualizacao,nome_ultimo_movimento,codigo,orgao_julgador
00139371020088260451,Crimes Contra a Propriedade Intelectual,Violação de direito autoral,Físico,2008-05-29 13:07:37-03:00,2014-10-04 06:28:31-03:00,2023-08-29 13:44:56.201000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00136739020088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-05-28 09:06:16-03:00,2024-02-06 13:30:26-03:00,2024-07-19 23:04:03.125000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00136236420088260451,Carta Precatória Criminal,DIREITO PENAL,Físico,2008-05-27 13:18:12-03:00,2014-10-04 06:28:31-03:00,2024-07-31 22:11:49.467000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00133152820088260451,Ação Penal - Procedimento Sumário,Crimes de Trânsito,Físico,2008-05-21 14:07:56-03:00,2014-10-04 06:28:30-03:00,2023-08-29 13:43:05.640000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00132044420088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-05-21 06:24:01-03:00,2014-10-04 06:28:30-03:00,2023-08-29 13:43:05.592000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00129966020088260451,Ação Penal - Procedimento Ordinário,Receptação,Físico,2008-05-19 07:34:55-03:00,2014-10-04 06:28:30-03:00,2023-08-29 13:43:05.497000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00129731720088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-05-16 14:06:50-03:00,2017-03-24 13:24:23-03:00,2023-08-29 13:43:05.459000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00128545620088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-05-16 12:14:14-03:00,2014-10-04 06:28:29-03:00,2023-08-29 13:43:05.290000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00127948320088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-05-16 08:32:00-03:00,2014-10-04 06:28:29-03:00,2023-08-29 13:43:05.212000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00127341320088260451,Procedimento Especial da Lei Antitóxicos,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,Físico,2008-05-15 13:18:36-03:00,2014-10-04 06:28:29-03:00,2023-08-29 13:43:05.122000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00127307320088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-05-15 13:18:05-03:00,2016-09-19 13:35:26-03:00,2023-08-29 13:43:05.096000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00127280620088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-05-15 13:17:50-03:00,2014-10-04 06:28:29-03:00,2023-08-29 13:43:05.062000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00127272120088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-05-15 13:17:41-03:00,2014-10-04 06:28:29-03:00,2023-08-29 13:43:05.049000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00122396620088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-05-12 07:13:53-03:00,2014-10-04 06:28:28-03:00,2023-08-29 13:43:04.985000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00122318920088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-05-12 06:10:16-03:00,2014-10-04 06:28:28-03:00,2023-08-29 13:43:04.953000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00122040920088260451,Ação Penal - Procedimento Sumário,Crimes de Trânsito,Físico,2008-05-09 14:54:07-03:00,2014-10-04 06:28:28-03:00,2023-08-29 13:45:46.668000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00121418120088260451,Ação Penal - Procedimento Sumário,Receptação,Físico,2008-05-09 13:21:54-03:00,2014-10-04 06:28:28-03:00,2023-08-29 13:45:46.647000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00120932520088260451,Ação Penal - Procedimento Sumário,Crimes de Trânsito,Físico,2008-05-09 11:49:43-03:00,2014-10-04 06:28:27-03:00,2023-08-29 13:45:46.590000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00120707920088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-05-09 09:08:41-03:00,2016-06-06 13:39:57-03:00,2023-08-29 13:45:46.523000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00119495120088260451,Ação Penal - Procedimento Ordinário,Extorsão ,Físico,2008-05-08 12:51:43-03:00,2014-10-04 06:28:27-03:00,2023-08-29 13:45:46.283000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00117165420088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-05-07 07:02:00-03:00,2015-06-18 14:28:36-03:00,2023-08-29 13:45:46.253000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00115753520088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-05-06 06:02:48-03:00,2014-10-04 06:28:27-03:00,2023-08-29 13:45:46.208000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00112470820088260451,Ação Penal - Procedimento Ordinário,Estelionato,Físico,2008-04-30 11:26:48-03:00,2021-04-26 06:02:06-03:00,2024-07-31 01:23:54.496000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00109899520088260451,Carta Precatória Criminal,DIREITO PENAL,Físico,2008-04-28 09:58:56-03:00,2014-10-04 06:28:26-03:00,2024-07-31 01:23:50.778000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00109552320088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-04-28 06:26:22-03:00,2014-10-04 06:28:26-03:00,2023-08-29 13:43:51.512000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00108738920088260451,Ação Penal - Procedimento Ordinário,Estelionato,Eletrônico,2008-04-25 12:13:16-03:00,2023-12-07 10:05:44-03:00,2024-07-31 01:23:46.602000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00107214120088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-04-24 12:12:54-03:00,2024-02-22 12:46:05-03:00,2024-07-19 23:03:54.840000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00107205620088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-04-24 12:12:47-03:00,2014-10-04 06:28:25-03:00,2023-08-29 13:43:51.241000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00107197120088260451,"Crimes de Calúnia, Injúria e Difamação de Competência do Juiz Singular",Crimes contra a Honra,Físico,2008-04-24 12:12:40-03:00,2014-10-04 06:28:25-03:00,2023-08-29 13:43:51.234000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00106893620088260451,Ação Penal - Procedimento Sumário,Crimes de Trânsito,Físico,2008-04-24 10:42:06-03:00,2014-10-04 06:28:25-03:00,2023-08-29 13:43:51.179000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00106599820088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-04-24 08:29:46-03:00,2016-11-29 13:44:10-02:00,2023-08-29 13:43:51.138000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00105309320088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-04-23 06:44:49-03:00,2014-10-04 06:28:25-03:00,2023-08-29 13:43:51.106000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00103135020088260451,Ação Penal - Procedimento Sumário,Contravenções Penais,Físico,2008-04-18 12:51:09-03:00,2014-10-04 06:28:24-03:00,2023-08-29 13:44:21.137000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00101905220088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-04-17 13:18:02-03:00,2017-03-17 08:55:20-03:00,2023-08-29 13:44:21.104000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00101324920088260451,Carta Precatória Criminal,DIREITO PENAL,Físico,2008-04-17 11:51:46-03:00,2014-10-04 06:28:24-03:00,2024-08-01 01:45:55.983000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00096950820088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-04-14 07:37:53-03:00,2014-10-04 06:28:23-03:00,2023-08-29 13:44:21.003000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00096916820088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-04-14 07:35:23-03:00,2016-11-11 14:48:31-02:00,2023-08-29 13:44:20.977000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00094474220088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-04-10 12:23:33-03:00,2014-10-04 06:28:23-03:00,2023-08-29 13:44:20.849000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00088203820088260451,Ação Penal - Procedimento Sumário,Crimes de Trânsito,Físico,2008-04-04 12:44:28-03:00,2014-10-04 06:28:21-03:00,2023-08-29 13:44:10.245000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00086081720088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-04-03 05:55:09-03:00,2016-05-23 13:45:10-03:00,2023-08-29 13:44:09.949000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00083934120088260451,Ação Penal - Procedimento Ordinário,Extorsão ,Físico,2008-04-01 06:05:45-03:00,2014-10-04 06:28:20-03:00,2023-08-29 13:44:09.791000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00081812020088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-31 07:39:44-03:00,2017-03-14 12:52:39-03:00,2023-08-29 13:44:09.584000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00081941920088260451,Ação Penal - Procedimento Ordinário,Extorsão ,Físico,2008-03-30 21:00:00-03:00,2014-10-04 06:28:20-03:00,2023-08-29 13:44:09.680000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00080460820088260451,Ação Penal - Procedimento Sumário,Homicídio Simples,Físico,2008-03-28 14:47:42-03:00,2014-10-04 06:28:19-03:00,2023-08-29 13:44:09.536000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00078729620088260451,Ação Penal - Procedimento Ordinário,Receptação,Físico,2008-03-28 10:02:04-03:00,2014-10-04 06:28:19-03:00,2023-08-29 13:44:39.458000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00077655220088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-27 13:29:47-03:00,2014-10-04 06:28:18-03:00,2023-08-29 13:44:39.164000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00077542320088260451,Ação Penal - Procedimento Sumário,Crimes de Trânsito,Físico,2008-03-27 13:11:44-03:00,2014-10-04 06:28:18-03:00,2023-08-29 13:44:39.146000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00072874420088260451,Ação Penal - Procedimento Ordinário,Roubo Majorado,Físico,2008-03-24 21:00:00-03:00,2014-10-20 14:16:49-02:00,2023-08-29 13:44:38.691000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00072371820088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-24 13:57:58-03:00,2016-11-08 12:31:00-02:00,2023-08-29 13:44:38.683000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00072354820088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-24 13:57:02-03:00,2015-04-15 07:38:17-03:00,2023-08-29 13:44:38.673000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00072337820088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-24 13:55:25-03:00,2015-10-20 11:27:40-02:00,2023-08-29 13:44:38.653000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00072329320088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-24 13:54:35-03:00,2014-10-04 06:28:18-03:00,2023-08-29 13:44:38.633000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00072268620088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-03-24 13:51:50-03:00,2014-10-04 06:28:18-03:00,2023-08-29 13:44:38.561000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00071133520088260451,Carta Precatória Criminal,DIREITO PENAL,Físico,2008-03-24 09:44:42-03:00,2014-10-04 06:28:17-03:00,2024-07-31 01:17:11.583000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00069947420088260451,Ação Penal - Procedimento Sumário,Contravenções Penais,Físico,2008-03-24 08:04:48-03:00,2014-10-04 06:28:17-03:00,2023-08-29 13:44:38.452000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00066708420088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-03-14 12:59:44-03:00,2022-05-30 12:15:07-03:00,2024-07-31 01:17:07.925000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00065590320088260451,Ação Penal - Procedimento Ordinário,Apropriação indébita,Físico,2008-03-13 13:48:29-03:00,2014-10-04 06:28:16-03:00,2023-08-29 13:44:32.035000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00064447920088260451,Carta Precatória Criminal,DIREITO PENAL,Físico,2008-03-13 11:50:02-03:00,2014-10-04 06:28:16-03:00,2024-07-31 01:17:03.570000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00062975320088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-03-12 13:05:07-03:00,2024-05-09 13:05:02-03:00,2024-07-31 01:17:02.202000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00062143720088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-12 06:13:56-03:00,2024-06-11 11:33:27-03:00,2024-07-31 01:16:57.519000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00059849220088260451,Ação Penal - Procedimento Ordinário,Receptação,Físico,2008-03-10 06:01:33-03:00,2014-10-04 06:28:15-03:00,2023-08-29 13:44:31.678000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00059701120088260451,Ação Penal - Procedimento Sumário,Homicídio Simples,Físico,2008-03-07 15:10:35-03:00,2014-10-04 06:28:15-03:00,2023-08-29 13:44:31.660000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00059545720088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-03-07 14:47:03-03:00,2014-10-20 10:46:11-02:00,2023-08-29 13:44:31.618000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00059225220088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-03-07 13:06:10-03:00,2020-07-31 15:39:19-03:00,2024-07-31 18:51:40.498000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00058956920088260451,Crimes Ambientais,Crimes contra o Meio Ambiente e o Patrimônio Genético,Físico,2008-03-07 11:21:09-03:00,2014-10-04 06:28:15-03:00,2023-08-29 13:45:27.150000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00058948420088260451,Ação Penal de Competência do Júri,Crime Culposo,Físico,2008-03-07 11:21:01-03:00,2014-10-04 06:28:15-03:00,2023-08-29 13:45:27.144000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00054115420088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-03-04 06:31:17-03:00,2017-11-01 12:44:50-02:00,2023-08-29 13:45:26.883000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00052807920088260451,Ação Penal - Procedimento Ordinário,Receptação,Físico,2008-03-03 06:11:48-03:00,2022-07-28 10:50:18-03:00,2024-07-31 18:51:19.076000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00052755720088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-03-03 06:09:57-03:00,2014-10-04 06:28:14-03:00,2023-08-29 13:45:26.734000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00052573620088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-02-29 13:59:51-03:00,2024-05-09 13:05:02-03:00,2024-07-31 18:51:12.094000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00052131720088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-02-29 12:17:34-03:00,2014-10-04 06:28:14-03:00,2023-08-29 13:45:26.657000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00052106220088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-02-29 12:15:34-03:00,2014-10-04 06:28:14-03:00,2023-08-29 13:45:26.650000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00051993320088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-02-29 11:34:15-03:00,2017-04-04 07:35:41-03:00,2023-08-29 13:45:26.550000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00050642120088260451,Ação Penal - Procedimento Sumário,Crime Culposo,Físico,2008-02-28 13:46:38-03:00,2014-10-04 06:28:14-03:00,2023-08-29 13:45:26.445000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00048832020088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-02-28 06:25:36-03:00,2019-04-08 14:55:14-03:00,2023-08-29 13:44:58.839000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00048165520088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-02-27 12:41:59-03:00,2017-03-15 13:04:56-03:00,2023-08-29 13:44:58.790000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00047533020088260451,Ação Penal - Procedimento Ordinário,Estelionato,Físico,2008-02-27 07:32:47-03:00,2014-10-04 06:28:12-03:00,2023-08-29 13:44:58.759000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00045012720088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-02-25 06:20:34-03:00,2017-11-08 13:16:08-02:00,2023-08-29 13:44:58.651000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00045004220088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Eletrônico,2008-02-25 06:20:26-03:00,2024-06-11 11:33:21-03:00,2024-07-31 18:50:58.858000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00044528320088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-02-22 14:12:01-03:00,2014-10-04 06:28:12-03:00,2023-08-29 13:44:58.531000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00042008020088260451,Ação Penal - Procedimento Ordinário,Do Sistema Nacional de Armas,Físico,2008-02-20 21:00:00-03:00,2014-10-04 06:28:11-03:00,2023-08-29 13:44:58.387000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00037998120088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-02-18 06:17:09-03:00,2016-08-29 13:29:05-03:00,2023-08-29 13:44:58.243000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00037131320088260451,Ação Penal - Procedimento Ordinário,Apropriação indébita,Físico,2008-02-15 13:42:06-02:00,2014-10-04 06:28:10-03:00,2023-08-29 13:42:56.150000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00031363520088260451,Ação Penal - Procedimento Ordinário,Leve,Físico,2008-02-08 13:47:49-02:00,2020-07-31 15:29:26-03:00,2024-07-31 19:04:08.945000-03:00,Baixa Definitiva,10065,01 CRIMINAL DE PIRACICABA
00031155920088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-02-08 12:54:26-02:00,2014-10-04 06:28:09-03:00,2023-08-29 13:42:55.421000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00028618620088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-02-05 22:00:00-02:00,2014-10-04 06:28:08-03:00,2023-08-29 13:43:59.665000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00028774020088260451,Ação Penal - Procedimento Ordinário,Furto (art. 155),Físico,2008-02-05 22:00:00-02:00,2016-11-04 07:54:14-02:00,2023-08-29 13:43:59.686000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00027916920088260451,Ação Penal de Competência do Júri,Homicídio Simples,Físico,2008-02-01 15:27:13-02:00,2014-10-04 06:28:08-03:00,2023-08-29 13:43:59.540000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00027839220088260451,Ação Penal - Procedimento Ordinário,Extorsão ,Físico,2008-02-01 15:24:53-02:00,2014-10-04 06:28:08-03:00,2023-08-29 13:43:59.522000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00027795520088260451,"Crimes de Calúnia, Injúria e Difamação de Competência do Juiz Singular",Crimes contra a Honra,Físico,2008-02-01 15:07:51-02:00,2014-10-04 06:28:08-03:00,2023-08-29 13:43:59.514000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00027743320088260451,Ação Penal - Procedimento Sumário,Crime Culposo,Físico,2008-02-01 15:02:38-02:00,2014-10-04 06:28:08-03:00,2023-08-29 13:43:59.486000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00027908420088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-01-31 22:00:00-02:00,2014-10-04 06:28:08-03:00,2023-08-29 13:43:59.529000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00022650520088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-01-29 08:41:08-02:00,2014-10-04 06:28:07-03:00,2023-08-29 13:43:58.934000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00022633520088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-01-29 07:29:00-02:00,2017-03-02 10:51:54-03:00,2023-08-29 13:43:58.877000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00019767220088260451,Ação Penal - Procedimento Sumário,Leve,Físico,2008-01-24 14:20:43-02:00,2014-10-04 06:28:06-03:00,2023-08-29 13:44:29.051000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00019628820088260451,Ação Penal - Procedimento Ordinário,Crimes contra a Ordem Tributária,Físico,2008-01-24 13:25:47-02:00,2018-06-29 13:24:50-03:00,2023-08-29 13:44:28.936000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00018745020088260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2008-01-23 15:58:15-02:00,2023-06-05 11:48:03-03:00,2024-07-20 01:51:46.879000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00009512420088260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2008-01-11 16:47:19-02:00,2017-03-21 10:36:30-03:00,2023-08-29 13:44:23.779000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00002315720088260451,Ação Penal - Procedimento Ordinário,Receptação,Físico,2008-01-04 13:49:17-02:00,2017-08-07 13:31:42-03:00,2023-08-29 13:44:01.388000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00369090820078260451,Procedimento Especial da Lei Antitóxicos,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,Físico,2007-12-14 14:48:43-02:00,2014-10-04 06:27:59-03:00,2023-08-29 13:45:19.512000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00369004620078260451,Ação Penal - Procedimento Ordinário,Crimes Praticados por Particular Contra a Administração em Geral,Eletrônico,2007-12-14 14:42:39-02:00,2024-04-27 00:50:11-03:00,2024-07-31 04:30:40.416000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00368424320078260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2007-12-14 11:32:13-02:00,2022-10-26 10:27:04-03:00,2024-07-31 04:30:32.133000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
00363964020078260451,Ação Penal - Procedimento Ordinário,Receptação,Físico,2007-12-11 06:54:51-02:00,2014-10-04 06:27:58-03:00,2023-08-29 13:45:19.246000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00362777920078260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2007-12-10 08:10:19-02:00,2014-10-04 06:27:58-03:00,2023-08-29 13:45:19.067000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00361738720078260451,Ação Penal - Procedimento Ordinário,Furto ,Eletrônico,2007-12-07 12:51:38-02:00,2023-07-04 08:17:57-03:00,2024-07-31 04:01:07.331000-03:00,Documento,10065,01 CRIMINAL DE PIRACICABA
00359426020078260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2007-12-06 06:59:45-02:00,2023-11-30 08:44:33-03:00,2024-07-31 04:01:03.126000-03:00,Entrega em carga/vista,10065,01 CRIMINAL DE PIRACICABA
00359417520078260451,"Crimes de Calúnia, Injúria e Difamação de Competência do Juiz Singular",Crimes contra a Honra,Físico,2007-12-05 16:40:30-02:00,2014-10-04 06:27:57-03:00,2023-08-29 13:45:18.764000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00356091120078260451,Ação Penal - Procedimento Sumário,Leve,Físico,2007-11-30 15:08:03-02:00,2021-03-08 11:31:02-03:00,2024-07-31 04:00:58.588000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00353909520078260451,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,Físico,2007-11-29 14:22:20-02:00,2014-10-04 06:27:57-03:00,2023-08-29 13:45:32.058000-03:00,Definitivo,10065,01 CRIMINAL DE PIRACICABA
00347838220078260451,Ação Penal - Procedimento Ordinário,Roubo ,Físico,2007-11-23 15:10:54-02:00,2017-02-24 18:35:55-03:00,2023-08-29 13:45:31.365000-03:00,Ato ordinatório,10065,01 CRIMINAL DE PIRACICABA
00343732420078260451,"Crimes de Calúnia, Injúria e Difamação de Competência do Juiz Singular",Crimes contra a Honra,Físico,2007-11-22 11:57:08-02:00,2017-05-30 07:46:20-03:00,2023-08-29 13:44:49.358000-03:00,Expedição de documento,10065,01 CRIMINAL DE PIRACICABA
